Strasse;Hausnr1;Hausnr2;Art;Wohnlage;Wohnlagenkennwert;Stadtteil
Radickestrasse;16;-32;G;normal;-9,444;Wilstorf
Radickestrasse;25;-43;U;normal;-9,092;Wilstorf
Radickestrasse;42;-   056e;S;normal;-11,87;Wilstorf
Radolfstieg;1;-17;U;normal;-0,664;Rahlstedt
Radolfstieg;2;-12;G;gut;-0,485;Rahlstedt
Ragniter Stieg;1;-3;U;normal;-2,681;Wandsbek
Rahel-Varnhagen-Weg;1;-37;U;normal;-15,185;Neuallermoehe
Rahel-Varnhagen-Weg;12;-38;G;normal;-16,928;Neuallermoehe
Rahewinkel;4;-10;G;normal;-16,745;Billstedt
Rahewinkel;5;-5;U;normal;-17,092;Billstedt
Rahewinkel;11;-65;U;normal;-15,857;Billstedt
Rahewinkel;12;-54;G;normal;-15,844;Billstedt
Rahlau;20;-60;G;normal;-9,009;Tonndorf
Rahlau;65;-65;U;normal;-9,057;Tonndorf
Rahlau;095a;-105;U;normal;-7,1;Tonndorf
Rahlau;96;-110;G;normal;-6,993;Tonndorf
Rahlaukamp;2;-14;G;normal;-6,971;Tonndorf
Rahlaukamp;3;-5;U;normal;-7,017;Tonndorf
Rahlaukamp;16;-16;G;normal;-6,97;Tonndorf
Rahlaukamp;18;-56;G;normal;-7,045;Tonndorf
Rahlaukamp;19;-   029b;U;normal;-6,792;Tonndorf
Rahlaukamp;41;-47;U;normal;-6,635;Tonndorf
Rahlaukamp;49;-53;U;normal;-7,782;Tonndorf
Rahlaustieg;1;-35;U;normal;-6,96;Tonndorf
Rahlaustieg;4;-52;G;normal;-6,944;Tonndorf
Rahlskamp;1;-   003b;U;normal;-7,58;Stellingen
Rahlskamp;6;-8;G;normal;-7,537;Stellingen
Rahlstedter Bahnhofstrasse;8;-8;G;normal;-6,896;Rahlstedt
Rahlstedter Bahnhofstrasse;13;-35;U;normal;-6,896;Rahlstedt
Rahlstedter Bahnhofstrasse;026a;-46;G;normal;-6,311;Rahlstedt
Rahlstedter Bahnhofstrasse;41;-57;U;normal;-6,48;Rahlstedt
Rahlstedter Bahnhofstrasse;60;-72;G;normal;-4,51;Rahlstedt
Rahlstedter Bahnhofstrasse;63;-77;U;normal;-6,355;Rahlstedt
Rahlstedter Dorfplatz;002a;-12;G;gut;1,73;Rahlstedt
Rahlstedter Kamp;2;-52;G;normal;-1,995;Rahlstedt
Rahlstedter Kamp;54;-156;G;normal;-2,072;Rahlstedt
Rahlstedter Kamp;121;-155;U;normal;-1,939;Rahlstedt
Rahlstedter Stieg;1;-27;U;normal;-4,201;Rahlstedt
Rahlstedter Strasse;2;-38;G;normal;-7,379;Rahlstedt
Rahlstedter Strasse;3;-49;U;normal;-5,912;Rahlstedt
Rahlstedter Strasse;44;-   058c;G;normal;-2,759;Rahlstedt
Rahlstedter Strasse;051a;-123;U;normal;-3,619;Rahlstedt
Rahlstedter Strasse;060a;-66;G;normal;-1,546;Rahlstedt
Rahlstedter Strasse;61;-75;U;normal;-3,799;Rahlstedt
Rahlstedter Strasse;68;-68;G;normal;-2,116;Rahlstedt
Rahlstedter Strasse;70;-74;G;normal;-2,301;Rahlstedt
Rahlstedter Strasse;80;-110;G;normal;-2,91;Rahlstedt
Rahlstedter Strasse;112;-132;G;normal;-0,994;Rahlstedt
Rahlstedter Strasse;129;-137;U;normal;-5,145;Rahlstedt
Rahlstedter Strasse;134;-138;G;normal;-3,136;Rahlstedt
Rahlstedter Strasse;146;-   187a;S;gut;-0,546;Rahlstedt
Rahlstedter Strasse;149;-163;U;normal;-4,672;Rahlstedt
Rahlstedter Strasse;163b;-177;U;normal;-4,742;Rahlstedt
Rahlstedter Strasse;168;-172;G;gut;0,27;Rahlstedt
Rahlstedter Strasse;178;-   188b;G;gut;0,247;Rahlstedt
Rahlstedter Strasse;187;-189;U;normal;-1,703;Rahlstedt
Rahlstedter Strasse;193;-203;U;gut;0,5;Rahlstedt
Rahlstedter Strasse;207;-209;U;gut;1,007;Rahlstedt
Rahlstedter Strasse;221;-223;U;gut;0,428;Rahlstedt
Rahlstedter Weg;51;-71;U;normal;-5,314;Tonndorf
Rahlstedter Weg;68;-78;G;normal;-12,32;Tonndorf
Rahlstedter Weg;73;-87;U;normal;-6,532;Tonndorf
Rahlstedter Weg;84;-100;G;normal;-2,861;Tonndorf
Rahlstedter Weg;105;-137;U;normal;-6,337;Tonndorf
Rahlstedter Weg;106;-122;G;normal;-4,55;Tonndorf
Rahlstedter Weg;126;-132;G;normal;-4,448;Tonndorf
Rahnstrasse;3;-31;U;normal;-6,507;Bramfeld
Rahnstrasse;8;-38;G;normal;-6,553;Bramfeld
Rahweg;63;-75;U;gut;2,285;Niendorf
Rahweg;79;-85;U;gut;1,107;Niendorf
Rahweg;87;-99;U;gut;1,096;Niendorf
Rahweg;110;-114;G;gut;0,911;Niendorf
Rahweg;122;-128;G;gut;0,914;Niendorf
Rahweg;131;-131;U;gut;1,098;Niendorf
Rahweg;136;-136;G;gut;0,967;Niendorf
Rahweg;138;-148;G;gut;0,874;Niendorf
Rahweg;150;-154;G;gut;0,719;Niendorf
Rahweg;151;-   155b;U;gut;0,635;Niendorf
Raimundstrasse;1;-5;U;gut;0,526;Rahlstedt
Raimundstrasse;2;-8;G;gut;0,685;Rahlstedt
Rainvilleterrasse;1;-9;S;gut;3,624;Ottensen
Rainweg;2;-10;G;gut;9,428;Eppendorf
Rainweg;5;-11;U;gut;9,47;Eppendorf
Raja-Ilinauk-Strasse;1;-39;S;normal;-8,334;Jenfeld
Rambachstrasse;3;-7;U;normal;-7,841;Neustadt
Rambachstrasse;4;-10;G;normal;-7,704;Neustadt
Rambachstrasse;9;-15;U;normal;-7,54;Neustadt
Rambachstrasse;12;-20;G;normal;-7,542;Neustadt
Rambatzweg;1;-7;U;normal;-5,958;Winterhude
Rambatzweg;2;-8;G;normal;-6,052;Winterhude
Ramckeweg;1;-13;U;gut;4,976;Suelldorf
Ramckeweg;2;-18;G;gut;4,799;Suelldorf
Rammhoern;1;-35;U;gut;1,456;Sasel
Rammhoern;2;-12;G;gut;1,423;Sasel
Rammhoern;14;-18;G;gut;1,571;Sasel
Rammhoern;22;-32;G;gut;1,538;Sasel
Rammhoern;34;-52;G;gut;1,596;Sasel
Randersweide;1;-15;U;normal;-1,023;Bergedorf
Randersweide;2;-48;G;normal;-1,36;Bergedorf
Randersweide;52;-72;G;normal;-0,813;Bergedorf
Randersweide;63;-63;U;gut;-0,495;Bergedorf
Randersweide;74;-74;G;gut;-0,37;Bergedorf
Randersweide;89;-91;U;normal;-1,599;Bergedorf
Randowstrasse;1;-13;U;normal;-10,764;Lurup
Randowstrasse;10;-28;G;normal;-11,047;Lurup
Randowstrasse;23;-27;U;normal;-11,235;Lurup
Randstrasse;26;-   048d;G;normal;-7,255;Stellingen
Randstrasse;050a;-54;G;normal;-7,329;Stellingen
Randstrasse;72;-104;G;normal;-7,351;Stellingen
Randstrasse;89;-101;U;normal;-7,553;Stellingen
Randstrasse;107;-113;U;normal;-7,54;Stellingen
Randweide;1;-16;S;normal;-8,656;Neugraben-Fischbek
Rantumer Weg;14;-20;G;normal;-20,935;Billstedt
Rantzaustrasse;1;-   021b;U;gut;-0,269;Marienthal
Rantzaustrasse;2;-44;G;gut;-0,54;Marienthal
Rantzaustrasse;25;-33;U;gut;-0,397;Marienthal
Rantzaustrasse;39;-47;U;gut;-0,196;Marienthal
Rantzaustrasse;46;-58;G;gut;-0,353;Marienthal
Rantzaustrasse;49;-49;U;gut;0,042;Marienthal
Rantzaustrasse;62;-66;G;gut;-0,087;Marienthal
Rantzaustrasse;76;-102;G;gut;-0,208;Marienthal
Rappenstieg;1;-37;U;normal;-4,376;Farmsen-Berne
Rappenstieg;2;-18;G;normal;-4,297;Farmsen-Berne
Rappenstieg;24;-36;G;normal;-4,422;Farmsen-Berne
Rappoltweg;3;-11;U;normal;-9,575;Lohbruegge
Rappstrasse;1;-13;U;gut;2,768;Rotherbaum
Rappstrasse;2;-16;G;gut;2,788;Rotherbaum
Rappstrasse;15;-19;U;gut;2,605;Rotherbaum
Rappstrasse;18;-26;G;gut;2,698;Rotherbaum
Rapsfeld;1;-16;S;gut;0,754;Duvenstedt
Rapsweg;1;-15;U;normal;-4,094;Lurup
Rapsweg;2;-24;G;normal;-4,188;Lurup
Raschweg;1;-11;U;gut;-0,207;Rahlstedt
Raschweg;2;-22;G;gut;-0,218;Rahlstedt
Raschweg;13;-19;U;gut;-0,213;Rahlstedt
Raschweg;23;-43;U;gut;-0,179;Rahlstedt
Raschweg;30;-46;G;gut;-0,163;Rahlstedt
Rastenburger Weg;1;-31;U;normal;-3,559;Bramfeld
Rathausmarkt;4;-5;S;normal;-4,816;Hamburg-Altstadt
Rathbusch;6;-6;G;gut;-0,294;Gross Borstel
Rathenaustrasse;1;-3;S;gut;4,65;Alsterdorf
Rathenaustrasse;6;-9;S;gut;4,249;Alsterdorf
Rathenaustrasse;12;-16;S;gut;4,312;Alsterdorf
Rathenaustrasse;17;-27;S;gut;4,252;Alsterdorf
Rathenaustrasse;29;-46;S;gut;-0,061;Alsterdorf
Rathenaustrasse;47;-   060g;S;gut;0,163;Alsterdorf
Rathenaustrasse;182;-236;G;gut;-0,284;Alsterdorf
Ratiborweg;14;-26;G;normal;-15,884;Jenfeld
Ratsmuehlendamm;9;-15;U;normal;-8,384;Ohlsdorf
Ratsmuehlendamm;17;-25;U;normal;-5,024;Ohlsdorf
Ratsmuehlendamm;22;-26;G;normal;-3,204;Ohlsdorf
Ratsmuehlendamm;27;-33;U;normal;-3,968;Ohlsdorf
Ratsmuehlendamm;30;-34;G;normal;-3,02;Ohlsdorf
Ratsmuehlendamm;36;-58;G;normal;-3,503;Ohlsdorf
Ratsmuehlendamm;43;-45;U;normal;-3,865;Ohlsdorf
Ratsmuehlendamm;47;-53;U;normal;-3,354;Ohlsdorf
Ratsmuehlendamm;62;-62;G;normal;-3,435;Ohlsdorf
Ratsmuehlendamm;65;-73;U;normal;-4,266;Ohlsdorf
Ratsmuehlendamm;74;-76;G;normal;-4,971;Ohlsdorf
Rauchschwalbenweg;4;-16;G;normal;-2,816;Rahlstedt
Rauchschwalbenweg;21;-   031c;U;normal;-2,877;Rahlstedt
Rauchschwalbenweg;22;-30;G;normal;-2,948;Rahlstedt
Rauchschwalbenweg;39;-43;U;normal;-4,252;Rahlstedt
Rauchstrasse;1;-5;U;normal;-3,882;Marienthal
Rauchstrasse;2;-10;G;normal;-2,079;Marienthal
Rauchstrasse;7;-9;U;normal;-4,732;Marienthal
Rauchstrasse;021a;-61;U;normal;-4,435;Marienthal
Rauchstrasse;50;-60;G;normal;-2,084;Marienthal
Rauchstrasse;63;-73;U;normal;-4,482;Marienthal
Rauchstrasse;64;-68;G;normal;-1,723;Marienthal
Rauchstrasse;70;-74;G;normal;-1,211;Marienthal
Rauchstrasse;80;-82;G;normal;-0,743;Marienthal
Rauchstrasse;83;-89;U;normal;-3,278;Marienthal
Rauchstrasse;88;-92;G;normal;-1,585;Marienthal
Rauchstrasse;093a;-   097c;U;normal;-6,441;Marienthal
Rauchstrasse;102;-106;G;normal;-3,416;Marienthal
Rauchstrasse;108;-128;G;normal;-6,709;Marienthal
Raupenstieg;1;-23;U;normal;-2,689;Osdorf
Raupenstieg;2;-24;G;normal;-2,845;Osdorf
Rauschener Ring;1;-19;U;normal;-3,231;Wandsbek
Rauschener Ring;2;-2;G;normal;-3,338;Wandsbek
Rauschener Ring;004a;-32;G;normal;-3,232;Wandsbek
Rautenbergstrasse;7;-11;U;gut;-0,054;St. Georg
Rautendeleinweg;1;-23;U;normal;-2,403;Billstedt
Rautendeleinweg;2;-26;G;normal;-2,47;Billstedt
Rebeccaweg;2;-16;G;normal;-1,85;Marienthal
Rebeccaweg;3;-   019b;U;normal;-1,941;Marienthal
Rebenacker;001a;-17;U;normal;-12,533;Eidelstedt
Rebenacker;002a;-14;G;normal;-12,611;Eidelstedt
Rebhuhnstieg;1;-   013b;U;normal;-2,542;Stellingen
Rebhuhnstieg;4;-14;G;normal;-2,397;Stellingen
Rebhuhnweg;1;-7;U;gut;0,252;Niendorf
Rebhuhnweg;2;-18;G;gut;-0,006;Niendorf
Rebhuhnweg;9;-15;U;gut;0,105;Niendorf
Rebhuhnweg;17;-83;U;gut;-0,365;Niendorf
Rebhuhnweg;46;-62;G;gut;-0,543;Niendorf
Rechteck;1;-8;S;normal;-6,188;Marienthal
Recknitzstrasse;1;-35;U;normal;-12,231;Lurup
Recknitzstrasse;2;-54;G;normal;-12,133;Lurup
Recknitzstrasse;37;-62;S;normal;-12,346;Lurup
Reclamstrasse;2;-2;G;normal;-15,492;Billstedt
Reclamstrasse;4;-8;G;normal;-15,296;Billstedt
Reclamstrasse;10;-10;G;normal;-13,36;Billstedt
Reclamstrasse;015a;-   017f;U;normal;-10,906;Billstedt
Reclamstrasse;30;-34;G;normal;-19,031;Billstedt
Redder;1;-9;U;gut;1,7;Sasel
Redder;2;-2;G;gut;1,687;Sasel
Redder;13;-29;U;gut;1,541;Sasel
Redder;33;-47;U;gut;1,155;Sasel
Redder;42;-46;G;gut;1,215;Sasel
Redder;49;-57;U;gut;0,909;Sasel
Redder;58;-74;G;gut;0,81;Sasel
Redder;59;-73;U;gut;0,794;Sasel
Redderbarg;2;-12;G;gut;3,028;Lemsahl-Mellingstedt
Redderbarg;3;-59;U;gut;3,788;Lemsahl-Mellingstedt
Redderbarg;22;-24;G;gut;3,069;Lemsahl-Mellingstedt
Redderblock;1;-21;U;normal;-7,757;Rahlstedt
Redderblock;2;-20;G;normal;-4,719;Rahlstedt
Redderblock;23;-37;U;normal;-3,367;Rahlstedt
Redderblock;24;-44;G;gut;-0,416;Rahlstedt
Redderblock;39;-41;U;normal;-5,692;Rahlstedt
Redderblock;46;-58;G;normal;-5,485;Rahlstedt
Redderkoppel;1;-25;U;gut;2,879;Poppenbuettel
Redderkoppel;4;-22;G;gut;3,152;Poppenbuettel
Redderkoppel;24;-40;G;gut;2,74;Poppenbuettel
Redderkoppel;27;-45;U;gut;2,505;Poppenbuettel
Redderplatz;2;-20;G;gut;4,573;Ohlsdorf
Redderweg;2;-6;G;normal;-7,288;Neugraben-Fischbek
Redingskamp;2;-   018b;G;normal;-9,028;Eidelstedt
Redingskamp;5;-27;U;normal;-9,031;Eidelstedt
Redingskamp;9;-17;U;normal;-8,982;Eidelstedt
Redingskamp;62;-104;G;normal;-5,605;Eidelstedt
Redingskamp;085a;-   087b;U;normal;-8,663;Eidelstedt
Redingskamp;091a;-   097g;U;normal;-9,316;Eidelstedt
Redingskamp;099a;-   101e;U;normal;-9,498;Eidelstedt
Redingskamp;109a;-121;U;normal;-3,874;Eidelstedt
Reeborn;1;-15;S;normal;-6,468;Langenhorn
Reekamp;1;-51;U;normal;-3,974;Langenhorn
Reekamp;2;-8;G;normal;-5,781;Langenhorn
Reekamp;20;-40;G;normal;-5,598;Langenhorn
Reekamp;44;-148;G;normal;-6,855;Langenhorn
Reekamp;57;-89;U;normal;-3,882;Langenhorn
Reekamp;91;-109;U;normal;-4,291;Langenhorn
Reembroden;1;-13;U;gut;2,005;Hummelsbuettel
Reembroden;2;-16;G;gut;1,516;Hummelsbuettel
Reembroden;15;-65;U;gut;1,995;Hummelsbuettel
Reembroden;18;-46;G;gut;1,803;Hummelsbuettel
Reembusch;002a;-54;G;normal;-1,748;Bramfeld
Reembusch;3;-57;U;normal;-1,803;Bramfeld
Reembusch;58;-72;G;normal;-1,771;Bramfeld
Reembusch;67;-77;U;normal;-1,873;Bramfeld
Reemstueckenkamp;002a;-   028c;G;normal;-11,971;Eidelstedt
Reemstueckenkamp;003a;-19;U;normal;-11,119;Eidelstedt
Reemwinkel;2;-2;G;gut;1,289;Wellingsbuettel
Reemwinkel;5;-9;U;gut;1,31;Wellingsbuettel
Reeperbahn;63;-74;S;normal;-11,036;St. Pauli
Reeperbahn;77;-103;U;normal;-5,976;St. Pauli
Reeperbahn;88;-90;G;normal;-10,85;St. Pauli
Reeperbahn;100;-116;G;normal;-11,125;St. Pauli
Reeperbahn;117;-121;U;normal;-10,035;St. Pauli
Reeperbahn;118;-174;G;normal;-11,616;St. Pauli
Reeperbahn;125;-145;U;normal;-12,054;St. Pauli
Reeperbahn;157;-157;U;normal;-9,918;St. Pauli
Reesbrook;2;-10;S;gut;4,072;Bergstedt
Reeseberg;1;-27;U;normal;-12,34;Wilstorf
Reeseberg;10;-18;G;normal;-12,561;Wilstorf
Reeseberg;018a;-42;G;normal;-13,386;Wilstorf
Reeseberg;43;-53;U;normal;-12,726;Wilstorf
Reeseberg;44;-72;G;normal;-12,806;Wilstorf
Reeseberg;55;-69;U;normal;-12,436;Wilstorf
Reeseberg;73;-99;U;normal;-12,234;Wilstorf
Reeseberg;74;-92;G;normal;-12,622;Wilstorf
Reeseberg;100;-112;G;normal;-12,79;Wilstorf
Reeseberg;107;-113;U;normal;-11,922;Wilstorf
Reeseberg;114;-136;G;normal;-5,021;Wilstorf
Reeseberg;119;-   181c;U;normal;-8,534;Wilstorf
Reeseberg;138;-176;G;normal;-4,849;Wilstorf
Reeseberg;151a;-153;U;normal;-7,174;Wilstorf
Reeseberg;178c;-184;G;normal;-9,114;Wilstorf
Reesendamm;3;-3;U;normal;-4,53;Hamburg-Altstadt
Reesestrasse;1;-5;U;normal;-7,885;Barmbek-Sued
Reesestrasse;2;-2;G;normal;-6,962;Barmbek-Sued
Reesestrasse;4;-6;G;normal;-7,456;Barmbek-Sued
Reesestrasse;9;-17;U;normal;-7,68;Barmbek-Sued
Reestueck;1;-38;S;normal;-3,447;Langenhorn
Reetkuekenweg;1;-23;U;normal;-4,984;Hausbruch
Reetkuekenweg;6;-30;G;normal;-4,865;Hausbruch
Reetkuekenweg;25;-53;U;normal;-4,685;Hausbruch
Reetputt;2;-6;G;normal;-6,758;Finkenwerder
Reetputt;3;-39;U;normal;-3,771;Finkenwerder
Reetstremel;1;-6;S;normal;-4,602;Finkenwerder
Reetwerder;1;-   025f;U;normal;-2,208;Bergedorf
Reetwerder;002a;-12;G;normal;-1,374;Bergedorf
Reetwischendamm;1;-   027f;U;normal;-2,319;Rahlstedt
Reetwischendamm;2;-   022c;G;normal;-1,817;Rahlstedt
Regenpfeiferweg;6;-13;S;gut;0,392;Niendorf
Regerstieg;7;-7;U;normal;-6,109;Bahrenfeld
Regerstrasse;1;-7;U;normal;-7,473;Bahrenfeld
Regerstrasse;4;-8;G;normal;-6,357;Bahrenfeld
Regerstrasse;15;-33;U;normal;-3,659;Bahrenfeld
Regerstrasse;20;-32;G;normal;-3,785;Bahrenfeld
Regerstrasse;35;-39;U;normal;-2,766;Bahrenfeld
Regerstrasse;36;-70;G;normal;-3,513;Bahrenfeld
Rehagen;2;-2;G;normal;-1,518;Hummelsbuettel
Rehagen;25;-29;U;normal;-0,814;Hummelsbuettel
Rehbloecken;4;-18;G;gut;6,247;Volksdorf
Rehbloecken;5;-19;U;gut;6,169;Volksdorf
Rehbloecken;20;-26;G;gut;6,112;Volksdorf
Rehbloecken;30;-50;G;gut;6,014;Volksdorf
Rehbloecken;33;-41;U;gut;5,947;Volksdorf
Rehbloecken;45;-53;U;gut;5,843;Volksdorf
Rehdersweg;1;-23;U;gut;2,772;Poppenbuettel
Rehdersweg;4;-24;G;gut;2,616;Poppenbuettel
Rehgatter;2;-8;G;gut;4,68;Duvenstedt
Rehhoffstrasse;1;-15;U;normal;-5,85;Neustadt
Rehhoffstrasse;2;-18;G;normal;-5,86;Neustadt
Rehkoppel;1;-33;U;normal;-4,213;Billstedt
Rehkoppel;6;-8;G;normal;-4;Billstedt
Rehkoppel;10;-12;G;normal;-3,874;Billstedt
Rehkoppel;14;-16;G;normal;-3,841;Billstedt
Rehkoppel;18;-22;G;normal;-5,852;Billstedt
Rehmbrook;2;-28;G;gut;0,689;Poppenbuettel
Rehmbrook;17;-27;U;gut;0,772;Poppenbuettel
Rehmbrook;027c;-33;U;gut;1,995;Poppenbuettel
Rehmbrook;30;-34;G;gut;1,511;Poppenbuettel
Rehmbrook;35;-47;U;gut;2,228;Poppenbuettel
Rehmbrook;42;-114;G;gut;1,857;Poppenbuettel
Rehmbrook;49;-55;U;gut;1,887;Poppenbuettel
Rehmbrook;57;-69;U;gut;1,977;Poppenbuettel
Rehmbrook;069b;-81;U;gut;2,359;Poppenbuettel
Rehmbrook;83;-89;U;gut;2,87;Poppenbuettel
Rehmkoppel;1;-35;U;gut;2,975;Wellingsbuettel
Rehmkoppel;20;-42;G;normal;-1,358;Wellingsbuettel
Rehmkoppel;37;-43;U;gut;-0,154;Wellingsbuettel
Rehmstrasse;1;-19;U;gut;0,961;Winterhude
Rehmstrasse;2;-20;G;gut;1,004;Winterhude
Rehpfad;1;-13;U;gut;3,133;Sasel
Rehpfad;2;-4;G;gut;3,767;Sasel
Rehpfad;6;-18;G;gut;2,842;Sasel
Rehpfad;17;-33;U;gut;3,421;Sasel
Rehpfad;20;-   034c;G;gut;3,232;Sasel
Rehpfad;035a;-39;U;gut;3,88;Sasel
Rehpfad;36;-36;G;gut;3,678;Sasel
Rehrstieg;016a;-   042b;G;normal;-15,509;Hausbruch
Rehrstieg;023a;-31;U;normal;-15,546;Hausbruch
Rehrstieg;33;-63;U;normal;-22,757;Hausbruch
Rehrstieg;44;-52;G;normal;-20,349;Hausbruch
Rehrstieg;56;-66;G;normal;-8,707;Hausbruch
Rehrstieg;65;-95;U;normal;-9,397;Hausbruch
Rehrstieg;076a;-   080k;G;normal;-8,753;Hausbruch
Rehrstieg;084a;-94;G;normal;-8,501;Hausbruch
Rehrstieg;100;-120;G;normal;-2,701;Hausbruch
Rehrstieg;101;-129;U;normal;-3,304;Hausbruch
Rehrstieg;137;-145;U;normal;-2,386;Hausbruch
Rehrstieg;140;-144;G;normal;-2,271;Hausbruch
Rehrstieg;146;-148;G;normal;-1,841;Hausbruch
Rehrstieg;147;-157;U;normal;-1,883;Hausbruch
Rehrstieg;159;-171;U;normal;-1,537;Hausbruch
Rehwiesen;1;-5;U;normal;-3,164;Billstedt
Rehwinkel;1;-   045e;U;normal;-5,939;Rahlstedt
Rehwinkel;2;-   030l;G;normal;-6,296;Rahlstedt
Reichardtstrasse;1;-23;U;normal;-6,81;Bahrenfeld
Reichardtstrasse;2;-26;G;normal;-6,96;Bahrenfeld
Reichsbahnstrasse;1;-13;S;normal;-5,606;Eidelstedt
Reichsbahnstrasse;4;-10;G;normal;-7,78;Eidelstedt
Reichsbahnstrasse;15;-45;U;normal;-5,529;Eidelstedt
Reichsbahnstrasse;22;-22;G;normal;-5,572;Eidelstedt
Reichsbahnstrasse;28;-46;G;normal;-5,728;Eidelstedt
Reichsbahnstrasse;47;-51;U;normal;-5,608;Eidelstedt
Reichsbahnstrasse;48;-62;G;normal;-5,74;Eidelstedt
Reichsbahnstrasse;64;-70;G;normal;-6,126;Eidelstedt
Reichsbahnstrasse;90;-92;G;normal;-7,549;Eidelstedt
Reichskanzlerstrasse;1;-1;U;gut;1,487;Osdorf
Reichskanzlerstrasse;2;-4;G;gut;1,307;Osdorf
Reichskanzlerstrasse;3;-9;U;gut;3,135;Osdorf
Reichskanzlerstrasse;6;-6;G;gut;2,591;Osdorf
Reichskanzlerstrasse;8;-10;G;gut;2,586;Osdorf
Reichskanzlerstrasse;009a;-   009b;U;gut;3,194;Osdorf
Reichskanzlerstrasse;011a;-   011b;U;gut;3,18;Osdorf
Reichskanzlerstrasse;12;-50;G;gut;2,749;Osdorf
Reichskanzlerstrasse;13;-21;U;gut;3,364;Osdorf
Reichskanzlerstrasse;23;-33;U;gut;3,764;Osdorf
Reiherhoopweg;12;-14;G;normal;-12,535;Eissendorf
Reiherhoopweg;17;-19;U;normal;-10,707;Eissendorf
Reimarusstrasse;2;-4;G;normal;-7,427;Neustadt
Reimarusstrasse;9;-13;U;normal;-7,571;Neustadt
Reimarusstrasse;10;-10;G;normal;-7,554;Neustadt
Reimarusstrasse;17;-17;U;normal;-8,296;Neustadt
Reimboldweg;1;-11;U;normal;-4,129;Bergedorf
Reimboldweg;2;-36;G;normal;-4,142;Bergedorf
Reimerstwiete;1;-3;U;normal;-8,186;Hamburg-Altstadt
Reimerstwiete;2;-4;G;normal;-8,194;Hamburg-Altstadt
Reimerstwiete;13;-13;U;normal;-8,201;Hamburg-Altstadt
Reimerstwiete;15;-20;S;normal;-8,575;Hamburg-Altstadt
Reimersweg;1;-12;S;gut;0,565;Marmstorf
Reinbeker Redder;12;-48;G;gut;-0,496;Lohbruegge
Reinbeker Redder;47;-57;U;gut;-0,478;Lohbruegge
Reinbeker Redder;65;-123;U;normal;-0,728;Lohbruegge
Reinbeker Redder;70;-86;G;normal;-0,841;Lohbruegge
Reinbeker Redder;96;-118;G;normal;-1,276;Lohbruegge
Reinbeker Redder;122;-136;G;normal;-9,11;Lohbruegge
Reinbeker Redder;138;-146;G;normal;-9,262;Lohbruegge
Reinbeker Redder;150;-166;G;normal;-7,154;Lohbruegge
Reinbeker Redder;168;-214;G;normal;-2,526;Lohbruegge
Reinbeker Redder;177;-273;U;normal;-3,255;Lohbruegge
Reinbeker Redder;216;-272;G;normal;-3,227;Lohbruegge
Reinbeker Redder;275;-277;U;normal;-3,645;Lohbruegge
Reinbeker Redder;280;-302;G;normal;-4,092;Lohbruegge
Reinbeker Weg;1;-13;U;gut;1,318;Bergedorf
Reinbeker Weg;8;-10;G;gut;1,832;Bergedorf
Reinbeker Weg;14;-26;G;gut;2,111;Bergedorf
Reinbeker Weg;21;-35;U;gut;1,681;Bergedorf
Reinbeker Weg;32;-40;G;gut;2,474;Bergedorf
Reinbeker Weg;37;-43;U;gut;1,945;Bergedorf
Reinbeker Weg;42;-62;G;gut;2,813;Bergedorf
Reinbeker Weg;47;-57;U;gut;2,957;Bergedorf
Reinbeker Weg;61;-77;U;gut;3,118;Bergedorf
Reinbeker Weg;64;-72;G;gut;3,23;Bergedorf
Reinckeweg;2;-21;S;normal;-5,568;Hummelsbuettel
Reineckestrasse;1;-21;U;normal;-9,413;Bahrenfeld
Reineckestrasse;8;-18;G;normal;-9,523;Bahrenfeld
Reinfeldstrasse;1;-11;U;normal;-2,694;Rotherbaum
Reinheimerweg;2;-10;G;gut;1,906;Iserbrook
Reinheimerweg;15;-19;U;gut;2,612;Iserbrook
Reinhold-Meyer-Strasse;1;-39;U;gut;1,406;Niendorf
Reinhold-Meyer-Strasse;6;-14;G;gut;1,944;Niendorf
Reinhold-Meyer-Strasse;028a;-112;G;gut;1,286;Niendorf
Reinholdstrasse;1;-5;U;normal;-18,747;Harburg
Reinholdstrasse;2;-4;G;normal;-18,808;Harburg
Reinholdstrasse;7;-7;U;normal;-18,793;Harburg
Reinholdstrasse;8;-12;G;normal;-18,763;Harburg
Reinholdstrasse;11;-17;U;normal;-18,272;Harburg
Reinholdstrasse;16;-22;G;normal;-18,368;Harburg
Reinholdstrasse;19;-25;U;normal;-18,169;Harburg
Reinholdstrasse;24;-28;G;normal;-18,184;Harburg
Reinickendorfer Strasse;002a;-   004h;G;normal;-8,874;Rahlstedt
Reinickendorfer Strasse;006a;-54;G;normal;-8,693;Rahlstedt
Reinickendorfer Strasse;043a;-   045c;U;normal;-8,696;Rahlstedt
Reinickendorfer Strasse;51;-51;U;normal;-8,488;Rahlstedt
Reinkingstrasse;1;-23;U;gut;4,16;Wellingsbuettel
Reinkingstrasse;2;-44;G;gut;4,236;Wellingsbuettel
Reinskamp;1;-25;U;normal;-4,027;Billstedt
Reinskamp;2;-4;G;normal;-4,479;Billstedt
Reinskamp;10;-36;G;normal;-4,044;Billstedt
Reinstorfweg;4;-8;G;normal;-18,853;Wilhelmsburg
Reismuehle;1;-11;U;normal;-6,637;Hohenfelde
